client_id,client_name,n_order,date,n_material,description_material,n_operation,description_operation,workcenter_id,order_operation_id,timestamp,quantity
27,Client_27,67,2026-03-08,7,Material_07,4,Operation_04,6,268,2026-03-08 08:45:00,200.0
28,Client_28,68,2026-03-09,18,Material_18,1,Operation_01,4,269,2026-03-09 08:00:00,150.0
28,Client_28,68,2026-03-09,23,Material_23,2,Operation_02,5,270,2026-03-09 08:15:00,175.0
28,Client_28,68,2026-03-09,3,Material_03,3,Operation_03,6,271,2026-03-09 08:30:00,200.0
28,Client_28,68,2026-03-09,8,Material_08,4,Operation_04,7,272,2026-03-09 08:45:00,25.0
29,Client_29,69,2026-03-10,19,Material_19,1,Operation_01,5,273,2026-03-10 08:00:00,175.0
29,Client_29,69,2026-03-10,24,Material_24,2,Operation_02,6,274,2026-03-10 08:15:00,200.0
29,Client_29,69,2026-03-10,4,Material_04,3,Operation_03,7,275,2026-03-10 08:30:00,25.0
29,Client_29,69,2026-03-10,9,Material_09,4,Operation_04,8,276,2026-03-10 08:45:00,50.0
30,Client_30,70,2026-03-11,20,Material_20,1,Operation_01,6,277,2026-03-11 08:00:00,200.0
30,Client_30,70,2026-03-11,25,Material_25,2,Operation_02,7,278,2026-03-11 08:15:00,25.0
30,Client_30,70,2026-03-11,5,Material_05,3,Operation_03,8,279,2026-03-11 08:30:00,50.0
30,Client_30,70,2026-03-11,10,Material_10,3,Operation_03,8,280,2026-03-11 08:45:00,50.0
31,Client_31,71,2026-03-12,21,Material_21,1,Operation_01,7,281,2026-03-12 08:00:00,25.0
31,Client_31,71,2026-03-12,1,Material_01,2,Operation_02,8,282,2026-03-12 08:15:00,50.0
31,Client_31,71,2026-03-12,6,Material_06,3,Operation_03,1,283,2026-03-12 08:30:00,75.0
31,Client_31,71,2026-03-12,11,Material_11,4,Operation_04,2,284,2026-03-12 08:45:00,100.0
32,Client_32,72,2026-03-13,22,Material_22,1,Operation_01,8,285,2026-03-13 08:00:00,50.0
32,Client_32,72,2026-03-13,2,Material_02,2,Operation_02,1,286,2026-03-13 08:15:00,75.0
32,Client_32,72,2026-03-13,7,Material_07,3,Operation_03,2,287,2026-03-13 08:30:00,100.0
32,Client_32,72,2026-03-13,7,Material_07,4,Operation_04,3,288,2026-03-13 08:45:00,125.0
33,Client_33,73,2026-03-14,23,Material_23,1,Operation_01,1,289,2026-03-14 08:00:00,75.0
33,Client_33,73,2026-03-14,3,Material_03,2,Operation_02,2,290,2026-03-14 08:15:00,100.0
33,Client_33,73,2026-03-14,8,Material_08,3,Operation_03,3,291,2026-03-14 08:30:00,125.0
33,Client_33,73,2026-03-14,13,Material_13,4,Operation_04,4,292,2026-03-14 08:45:00,150.0
34,Client_34,74,2026-03-15,24,Material_24,1,Operation_01,2,293,2026-03-15 08:00:00,100.0
34,Client_34,74,2026-03-15,4,Material_04,2,Operation_02,3,294,2026-03-15 08:15:00,125.0
34,Client_34,74,2026-03-15,9,Material_09,3,Operation_03,4,295,2026-03-15 08:30:00,150.0
34,Client_34,74,2026-03-15,14,Material_14,4,Operation_04,5,296,2026-03-15 08:45:00,175.0
35,Client_35,75,2026-03-16,25,Material_25,1,Operation_01,3,297,2026-03-16 08:00:00,125.0
35,Client_35,75,2026-03-16,5,Material_05,2,Operation_02,4,298,2026-03-16 08:15:00,150.0
35,Client_35,75,2026-03-16,10,Material_10,3,Operation_03,5,299,2026-03-16 08:30:00,175.0
35,Client_35,75,2026-03-16,15,Material_15,3,Operation_03,6,300,2026-03-16 08:45:00,175.0
36,Client_36,76,2026-03-17,1,Material_01,1,Operation_01,4,301,2026-03-17 08:00:00,150.0
36,Client_36,76,2026-03-17,6,Material_06,2,Operation_02,5,302,2026-03-17 08:15:00,175.0
36,Client_36,76,2026-03-17,11,Material_11,3,Operation_03,6,303,2026-03-17 08:30:00,200.0
36,Client_36,76,2026-03-17,16,Material_16,4,Operation_04,7,304,2026-03-17 08:45:00,25.0
37,Client_37,77,2026-03-18,2,Material_02,1,Operation_01,5,305,2026-03-18 08:00:00,175.0
37,Client_37,77,2026-03-18,7,Material_07,2,Operation_02,6,306,2026-03-18 08:15:00,200.0
37,Client_37,77,2026-03-18,12,Material_12,3,Operation_03,7,307,2026-03-18 08:30:00,25.0
37,Client_37,77,2026-03-18,17,Material_17,4,Operation_04,7,308,2026-03-18 08:45:00,50.0
38,Client_38,78,2026-03-19,3,Material_03,1,Operation_01,6,309,2026-03-19 08:00:00,200.0
38,Client_38,78,2026-03-19,8,Material_08,2,Operation_02,7,310,2026-03-19 08:15:00,25.0
38,Client_38,78,2026-03-19,13,Material_13,3,Operation_03,8,311,2026-03-19 08:30:00,50.0
38,Client_38,78,2026-03-19,13,Material_13,4,Operation_04,1,312,2026-03-19 08:45:00,75.0
39,Client_39,79,2026-03-20,4,Material_04,1,Operation_01,7,313,2026-03-20 08:00:00,25.0
39,Client_39,79,2026-03-20,9,Material_09,2,Operation_02,8,314,2026-03-20 08:15:00,50.0
39,Client_39,79,2026-03-20,14,Material_14,3,Operation_03,1,315,2026-03-20 08:30:00,75.0
39,Client_39,79,2026-03-20,19,Material_19,4,Operation_04,2,316,2026-03-20 08:45:00,100.0
40,Client_40,80,2026-03-21,5,Material_05,1,Operation_01,8,317,2026-03-21 08:00:00,50.0
40,Client_40,80,2026-03-21,10,Material_10,2,Operation_02,1,318,2026-03-21 08:15:00,75.0
40,Client_40,80,2026-03-21,15,Material_15,3,Operation_03,2,319,2026-03-21 08:30:00,100.0
40,Client_40,80,2026-03-21,20,Material_20,3,Operation_03,3,320,2026-03-21 08:45:00,100.0
1,Client_01,81,2026-03-22,6,Material_06,1,Operation_01,1,321,2026-03-22 08:00:00,75.0
1,Client_01,81,2026-03-22,11,Material_11,2,Operation_02,2,322,2026-03-22 08:15:00,100.0
1,Client_01,81,2026-03-22,16,Material_16,3,Operation_03,3,323,2026-03-22 08:30:00,125.0
1,Client_01,81,2026-03-22,21,Material_21,4,Operation_04,4,324,2026-03-22 08:45:00,150.0
2,Client_02,82,2026-03-23,7,Material_07,1,Operation_01,2,325,2026-03-23 08:00:00,100.0
2,Client_02,82,2026-03-23,12,Material_12,2,Operation_02,3,326,2026-03-23 08:15:00,125.0
2,Client_02,82,2026-03-23,17,Material_17,3,Operation_03,4,327,2026-03-23 08:30:00,150.0
2,Client_02,82,2026-03-23,22,Material_22,4,Operation_04,5,328,2026-03-23 08:45:00,175.0
3,Client_03,83,2026-03-24,8,Material_08,1,Operation_01,3,329,2026-03-24 08:00:00,125.0
3,Client_03,83,2026-03-24,13,Material_13,2,Operation_02,4,330,2026-03-24 08:15:00,150.0
3,Client_03,83,2026-03-24,18,Material_18,3,Operation_03,5,331,2026-03-24 08:30:00,175.0
3,Client_03,83,2026-03-24,23,Material_23,4,Operation_04,6,332,2026-03-24 08:45:00,200.0
4,Client_04,84,2026-03-25,9,Material_09,1,Operation_01,4,333,2026-03-25 08:00:00,150.0
4,Client_04,84,2026-03-25,14,Material_14,2,Operation_02,5,334,2026-03-25 08:15:00,175.0
4,Client_04,84,2026-03-25,19,Material_19,3,Operation_03,6,335,2026-03-25 08:30:00,200.0
4,Client_04,84,2026-03-25,19,Material_19,4,Operation_04,6,336,2026-03-25 08:45:00,25.0
5,Client_05,85,2026-03-26,10,Material_10,1,Operation_01,5,337,2026-03-26 08:00:00,175.0
5,Client_05,85,2026-03-26,15,Material_15,2,Operation_02,6,338,2026-03-26 08:15:00,200.0
5,Client_05,85,2026-03-26,20,Material_20,3,Operation_03,7,339,2026-03-26 08:30:00,25.0
5,Client_05,85,2026-03-26,25,Material_25,3,Operation_03,8,340,2026-03-26 08:45:00,25.0
6,Client_06,86,2026-03-27,11,Material_11,1,Operation_01,6,341,2026-03-27 08:00:00,200.0
6,Client_06,86,2026-03-27,16,Material_16,2,Operation_02,7,342,2026-03-27 08:15:00,25.0
6,Client_06,86,2026-03-27,21,Material_21,3,Operation_03,8,343,2026-03-27 08:30:00,50.0
6,Client_06,86,2026-03-27,1,Material_01,4,Operation_04,1,344,2026-03-27 08:45:00,75.0
7,Client_07,87,2026-03-28,12,Material_12,1,Operation_01,7,345,2026-03-28 08:00:00,25.0
7,Client_07,87,2026-03-28,17,Material_17,2,Operation_02,8,346,2026-03-28 08:15:00,50.0
7,Client_07,87,2026-03-28,22,Material_22,3,Operation_03,1,347,2026-03-28 08:30:00,75.0
7,Client_07,87,2026-03-28,2,Material_02,4,Operation_04,2,348,2026-03-28 08:45:00,100.0
8,Client_08,88,2026-03-29,13,Material_13,1,Operation_01,8,349,2026-03-29 08:00:00,50.0
8,Client_08,88,2026-03-29,18,Material_18,2,Operation_02,1,350,2026-03-29 08:15:00,75.0
8,Client_08,88,2026-03-29,23,Material_23,3,Operation_03,2,351,2026-03-29 08:30:00,100.0
8,Client_08,88,2026-03-29,3,Material_03,4,Operation_04,3,352,2026-03-29 08:45:00,125.0
9,Client_09,89,2026-03-30,14,Material_14,1,Operation_01,1,353,2026-03-30 08:00:00,75.0
9,Client_09,89,2026-03-30,19,Material_19,2,Operation_02,2,354,2026-03-30 08:15:00,100.0
9,Client_09,89,2026-03-30,24,Material_24,3,Operation_03,3,355,2026-03-30 08:30:00,125.0
9,Client_09,89,2026-03-30,4,Material_04,4,Operation_04,4,356,2026-03-30 08:45:00,150.0
10,Client_10,90,2026-03-31,15,Material_15,1,Operation_01,2,357,2026-03-31 08:00:00,100.0
10,Client_10,90,2026-03-31,20,Material_20,2,Operation_02,3,358,2026-03-31 08:15:00,125.0
10,Client_10,90,2026-03-31,25,Material_25,3,Operation_03,4,359,2026-03-31 08:30:00,150.0
10,Client_10,90,2026-03-31,25,Material_25,3,Operation_03,5,360,2026-03-31 08:45:00,150.0
11,Client_11,91,2026-04-01,16,Material_16,1,Operation_01,3,361,2026-04-01 08:00:00,125.0
11,Client_11,91,2026-04-01,21,Material_21,2,Operation_02,4,362,2026-04-01 08:15:00,150.0
11,Client_11,91,2026-04-01,1,Material_01,3,Operation_03,5,363,2026-04-01 08:30:00,175.0
11,Client_11,91,2026-04-01,6,Material_06,4,Operation_04,5,364,2026-04-01 08:45:00,200.0
12,Client_12,92,2026-04-02,17,Material_17,1,Operation_01,4,365,2026-04-02 08:00:00,150.0
12,Client_12,92,2026-04-02,22,Material_22,2,Operation_02,5,366,2026-04-02 08:15:00,175.0
12,Client_12,92,2026-04-02,2,Material_02,3,Operation_03,6,367,2026-04-02 08:30:00,200.0
12,Client_12,92,2026-04-02,7,Material_07,4,Operation_04,7,368,2026-04-02 08:45:00,25.0
13,Client_13,93,2026-04-03,18,Material_18,1,Operation_01,5,369,2026-04-03 08:00:00,175.0
13,Client_13,93,2026-04-03,23,Material_23,2,Operation_02,6,370,2026-04-03 08:15:00,200.0
13,Client_13,93,2026-04-03,3,Material_03,3,Operation_03,7,371,2026-04-03 08:30:00,25.0
13,Client_13,93,2026-04-03,8,Material_08,4,Operation_04,8,372,2026-04-03 08:45:00,50.0
14,Client_14,94,2026-04-04,19,Material_19,1,Operation_01,6,373,2026-04-04 08:00:00,200.0
14,Client_14,94,2026-04-04,24,Material_24,2,Operation_02,7,374,2026-04-04 08:15:00,25.0
14,Client_14,94,2026-04-04,4,Material_04,3,Operation_03,8,375,2026-04-04 08:30:00,50.0
14,Client_14,94,2026-04-04,9,Material_09,4,Operation_04,1,376,2026-04-04 08:45:00,75.0
15,Client_15,95,2026-04-05,20,Material_20,1,Operation_01,7,377,2026-04-05 08:00:00,25.0
15,Client_15,95,2026-04-05,25,Material_25,2,Operation_02,8,378,2026-04-05 08:15:00,50.0
15,Client_15,95,2026-04-05,5,Material_05,3,Operation_03,1,379,2026-04-05 08:30:00,75.0
15,Client_15,95,2026-04-05,10,Material_10,3,Operation_03,2,380,2026-04-05 08:45:00,75.0
16,Client_16,96,2026-04-06,21,Material_21,1,Operation_01,8,381,2026-04-06 08:00:00,50.0
16,Client_16,96,2026-04-06,1,Material_01,2,Operation_02,1,382,2026-04-06 08:15:00,75.0
16,Client_16,96,2026-04-06,6,Material_06,3,Operation_03,2,383,2026-04-06 08:30:00,100.0
16,Client_16,96,2026-04-06,6,Material_06,4,Operation_04,3,384,2026-04-06 08:45:00,125.0
17,Client_17,97,2026-04-07,22,Material_22,1,Operation_01,1,385,2026-04-07 08:00:00,75.0
17,Client_17,97,2026-04-07,2,Material_02,2,Operation_02,2,386,2026-04-07 08:15:00,100.0
17,Client_17,97,2026-04-07,7,Material_07,3,Operation_03,3,387,2026-04-07 08:30:00,125.0
17,Client_17,97,2026-04-07,12,Material_12,4,Operation_04,4,388,2026-04-07 08:45:00,150.0
18,Client_18,98,2026-04-08,23,Material_23,1,Operation_01,2,389,2026-04-08 08:00:00,100.0
18,Client_18,98,2026-04-08,3,Material_03,2,Operation_02,3,390,2026-04-08 08:15:00,125.0
18,Client_18,98,2026-04-08,8,Material_08,3,Operation_03,4,391,2026-04-08 08:30:00,150.0
18,Client_18,98,2026-04-08,13,Material_13,4,Operation_04,4,392,2026-04-08 08:45:00,175.0
19,Client_19,99,2026-04-09,24,Material_24,1,Operation_01,3,393,2026-04-09 08:00:00,125.0
19,Client_19,99,2026-04-09,4,Material_04,2,Operation_02,4,394,2026-04-09 08:15:00,150.0
19,Client_19,99,2026-04-09,9,Material_09,3,Operation_03,5,395,2026-04-09 08:30:00,175.0
19,Client_19,99,2026-04-09,14,Material_14,4,Operation_04,6,396,2026-04-09 08:45:00,200.0
20,Client_20,100,2026-04-10,25,Material_25,1,Operation_01,4,397,2026-04-10 08:00:00,150.0
20,Client_20,100,2026-04-10,5,Material_05,2,Operation_02,5,398,2026-04-10 08:15:00,175.0
20,Client_20,100,2026-04-10,10,Material_10,3,Operation_03,6,399,2026-04-10 08:30:00,200.0
20,Client_20,100,2026-04-10,15,Material_15,3,Operation_03,7,400,2026-04-10 08:45:00,200.0
21,Client_21,101,2026-04-11,1,Material_01,1,Operation_01,5,401,2026-04-11 08:00:00,175.0
21,Client_21,101,2026-04-11,6,Material_06,2,Operation_02,6,402,2026-04-11 08:15:00,200.0
21,Client_21,101,2026-04-11,11,Material_11,3,Operation_03,7,403,2026-04-11 08:30:00,25.0
21,Client_21,101,2026-04-11,16,Material_16,4,Operation_04,8,404,2026-04-11 08:45:00,50.0
22,Client_22,102,2026-04-12,2,Material_02,1,Operation_01,6,405,2026-04-12 08:00:00,200.0
22,Client_22,102,2026-04-12,7,Material_07,2,Operation_02,7,406,2026-04-12 08:15:00,25.0
22,Client_22,102,2026-04-12,12,Material_12,3,Operation_03,8,407,2026-04-12 08:30:00,50.0
22,Client_22,102,2026-04-12,12,Material_12,4,Operation_04,1,408,2026-04-12 08:45:00,75.0
23,Client_23,103,2026-04-13,3,Material_03,1,Operation_01,7,409,2026-04-13 08:00:00,25.0
23,Client_23,103,2026-04-13,8,Material_08,2,Operation_02,8,410,2026-04-13 08:15:00,50.0
23,Client_23,103,2026-04-13,13,Material_13,3,Operation_03,1,411,2026-04-13 08:30:00,75.0
23,Client_23,103,2026-04-13,18,Material_18,4,Operation_04,2,412,2026-04-13 08:45:00,100.0
24,Client_24,104,2026-04-14,4,Material_04,1,Operation_01,8,413,2026-04-14 08:00:00,50.0
24,Client_24,104,2026-04-14,9,Material_09,2,Operation_02,1,414,2026-04-14 08:15:00,75.0
24,Client_24,104,2026-04-14,14,Material_14,3,Operation_03,2,415,2026-04-14 08:30:00,100.0
24,Client_24,104,2026-04-14,19,Material_19,4,Operation_04,3,416,2026-04-14 08:45:00,125.0
25,Client_25,105,2026-04-15,5,Material_05,1,Operation_01,1,417,2026-04-15 08:00:00,75.0
25,Client_25,105,2026-04-15,10,Material_10,2,Operation_02,2,418,2026-04-15 08:15:00,100.0
25,Client_25,105,2026-04-15,15,Material_15,3,Operation_03,3,419,2026-04-15 08:30:00,125.0
25,Client_25,105,2026-04-15,20,Material_20,3,Operation_03,3,420,2026-04-15 08:45:00,125.0
26,Client_26,106,2026-04-16,6,Material_06,1,Operation_01,2,421,2026-04-16 08:00:00,100.0
26,Client_26,106,2026-04-16,11,Material_11,2,Operation_02,3,422,2026-04-16 08:15:00,125.0
26,Client_26,106,2026-04-16,16,Material_16,3,Operation_03,4,423,2026-04-16 08:30:00,150.0
26,Client_26,106,2026-04-16,21,Material_21,4,Operation_04,5,424,2026-04-16 08:45:00,175.0
27,Client_27,107,2026-04-17,7,Material_07,1,Operation_01,3,425,2026-04-17 08:00:00,125.0
27,Client_27,107,2026-04-17,12,Material_12,2,Operation_02,4,426,2026-04-17 08:15:00,150.0
27,Client_27,107,2026-04-17,17,Material_17,3,Operation_03,5,427,2026-04-17 08:30:00,175.0
27,Client_27,107,2026-04-17,22,Material_22,4,Operation_04,6,428,2026-04-17 08:45:00,200.0
28,Client_28,108,2026-04-18,8,Material_08,1,Operation_01,4,429,2026-04-18 08:00:00,150.0
28,Client_28,108,2026-04-18,13,Material_13,2,Operation_02,5,430,2026-04-18 08:15:00,175.0
28,Client_28,108,2026-04-18,18,Material_18,3,Operation_03,6,431,2026-04-18 08:30:00,200.0
28,Client_28,108,2026-04-18,18,Material_18,4,Operation_04,7,432,2026-04-18 08:45:00,25.0
29,Client_29,109,2026-04-19,9,Material_09,1,Operation_01,5,433,2026-04-19 08:00:00,175.0
29,Client_29,109,2026-04-19,14,Material_14,2,Operation_02,6,434,2026-04-19 08:15:00,200.0
29,Client_29,109,2026-04-19,19,Material_19,3,Operation_03,7,435,2026-04-19 08:30:00,25.0
29,Client_29,109,2026-04-19,24,Material_24,4,Operation_04,8,436,2026-04-19 08:45:00,50.0
30,Client_30,110,2026-04-20,10,Material_10,1,Operation_01,6,437,2026-04-20 08:00:00,200.0
30,Client_30,110,2026-04-20,15,Material_15,2,Operation_02,7,438,2026-04-20 08:15:00,25.0
30,Client_30,110,2026-04-20,20,Material_20,3,Operation_03,8,439,2026-04-20 08:30:00,50.0
30,Client_30,110,2026-04-20,25,Material_25,3,Operation_03,1,440,2026-04-20 08:45:00,50.0
31,Client_31,111,2026-04-21,11,Material_11,1,Operation_01,7,441,2026-04-21 08:00:00,25.0
31,Client_31,111,2026-04-21,16,Material_16,2,Operation_02,8,442,2026-04-21 08:15:00,50.0
31,Client_31,111,2026-04-21,21,Material_21,3,Operation_03,1,443,2026-04-21 08:30:00,75.0
31,Client_31,111,2026-04-21,1,Material_01,4,Operation_04,2,444,2026-04-21 08:45:00,100.0
32,Client_32,112,2026-04-22,12,Material_12,1,Operation_01,8,445,2026-04-22 08:00:00,50.0
32,Client_32,112,2026-04-22,17,Material_17,2,Operation_02,1,446,2026-04-22 08:15:00,75.0
32,Client_32,112,2026-04-22,22,Material_22,3,Operation_03,2,447,2026-04-22 08:30:00,100.0
32,Client_32,112,2026-04-22,2,Material_02,4,Operation_04,2,448,2026-04-22 08:45:00,125.0
33,Client_33,113,2026-04-23,13,Material_13,1,Operation_01,1,449,2026-04-23 08:00:00,75.0
33,Client_33,113,2026-04-23,18,Material_18,2,Operation_02,2,450,2026-04-23 08:15:00,100.0
33,Client_33,113,2026-04-23,23,Material_23,3,Operation_03,3,451,2026-04-23 08:30:00,125.0
33,Client_33,113,2026-04-23,3,Material_03,4,Operation_04,4,452,2026-04-23 08:45:00,150.0
34,Client_34,114,2026-04-24,14,Material_14,1,Operation_01,2,453,2026-04-24 08:00:00,100.0
34,Client_34,114,2026-04-24,19,Material_19,2,Operation_02,3,454,2026-04-24 08:15:00,125.0
34,Client_34,114,2026-04-24,24,Material_24,3,Operation_03,4,455,2026-04-24 08:30:00,150.0
34,Client_34,114,2026-04-24,24,Material_24,4,Operation_04,5,456,2026-04-24 08:45:00,175.0
35,Client_35,115,2026-04-25,15,Material_15,1,Operation_01,3,457,2026-04-25 08:00:00,125.0
35,Client_35,115,2026-04-25,20,Material_20,2,Operation_02,4,458,2026-04-25 08:15:00,150.0
35,Client_35,115,2026-04-25,25,Material_25,3,Operation_03,5,459,2026-04-25 08:30:00,175.0
35,Client_35,115,2026-04-25,5,Material_05,3,Operation_03,6,460,2026-04-25 08:45:00,175.0
36,Client_36,116,2026-04-26,16,Material_16,1,Operation_01,4,461,2026-04-26 08:00:00,150.0
36,Client_36,116,2026-04-26,21,Material_21,2,Operation_02,5,462,2026-04-26 08:15:00,175.0
36,Client_36,116,2026-04-26,1,Material_01,3,Operation_03,6,463,2026-04-26 08:30:00,200.0
36,Client_36,116,2026-04-26,6,Material_06,4,Operation_04,7,464,2026-04-26 08:45:00,25.0
37,Client_37,117,2026-04-27,17,Material_17,1,Operation_01,5,465,2026-04-27 08:00:00,175.0
37,Client_37,117,2026-04-27,22,Material_22,2,Operation_02,6,466,2026-04-27 08:15:00,200.0
37,Client_37,117,2026-04-27,2,Material_02,3,Operation_03,7,467,2026-04-27 08:30:00,25.0
37,Client_37,117,2026-04-27,7,Material_07,4,Operation_04,8,468,2026-04-27 08:45:00,50.0
38,Client_38,118,2026-04-28,18,Material_18,1,Operation_01,6,469,2026-04-28 08:00:00,200.0
38,Client_38,118,2026-04-28,23,Material_23,2,Operation_02,7,470,2026-04-28 08:15:00,25.0
38,Client_38,118,2026-04-28,3,Material_03,3,Operation_03,8,471,2026-04-28 08:30:00,50.0
38,Client_38,118,2026-04-28,8,Material_08,4,Operation_04,1,472,2026-04-28 08:45:00,75.0
39,Client_39,119,2026-04-29,19,Material_19,1,Operation_01,7,473,2026-04-29 08:00:00,25.0
39,Client_39,119,2026-04-29,24,Material_24,2,Operation_02,8,474,2026-04-29 08:15:00,50.0
39,Client_39,119,2026-04-29,4,Material_04,3,Operation_03,1,475,2026-04-29 08:30:00,75.0
39,Client_39,119,2026-04-29,9,Material_09,4,Operation_04,1,476,2026-04-29 08:45:00,100.0
40,Client_40,120,2026-04-30,20,Material_20,1,Operation_01,8,477,2026-04-30 08:00:00,75.0
40,Client_40,120,2026-04-30,25,Material_25,2,Operation_02,1,478,2026-04-30 08:15:00,100.0
40,Client_40,120,2026-04-30,5,Material_05,3,Operation_03,2,479,2026-04-30 08:30:00,125.0
40,Client_40,120,2026-04-30,10,Material_10,4,Operation_04,3,480,2026-04-30 08:45:00,150.0
4,Client_04,121,2026-01-01,1,Material_01,1,Operation_01,1,481,2026-01-01 08:00:00,100.0
4,Client_04,121,2026-01-01,1,Material_01,2,Operation_02,2,482,2026-01-01 08:15:00,125.0
4,Client_04,121,2026-01-01,6,Material_06,3,Operation_03,3,483,2026-01-01 08:30:00,150.0
4,Client_04,121,2026-01-01,11,Material_11,4,Operation_04,4,484,2026-01-01 08:45:00,175.0
5,Client_05,122,2026-01-02,2,Material_02,1,Operation_01,2,485,2026-01-02 08:00:00,125.0
5,Client_05,122,2026-01-02,2,Material_02,2,Operation_02,3,486,2026-01-02 08:15:00,150.0
5,Client_05,122,2026-01-02,7,Material_07,3,Operation_03,4,487,2026-01-02 08:30:00,175.0
5,Client_05,122,2026-01-02,12,Material_12,4,Operation_04,5,488,2026-01-02 08:45:00,200.0
6,Client_06,123,2026-01-03,3,Material_03,1,Operation_01,3,489,2026-01-03 08:00:00,150.0
6,Client_06,123,2026-01-03,3,Material_03,2,Operation_02,4,490,2026-01-03 08:15:00,175.0
6,Client_06,123,2026-01-03,8,Material_08,3,Operation_03,5,491,2026-01-03 08:30:00,200.0
6,Client_06,123,2026-01-03,13,Material_13,4,Operation_04,6,492,2026-01-03 08:45:00,25.0
7,Client_07,124,2026-01-04,4,Material_04,1,Operation_01,4,493,2026-01-04 08:00:00,175.0
7,Client_07,124,2026-01-04,4,Material_04,2,Operation_02,5,494,2026-01-04 08:15:00,200.0
7,Client_07,124,2026-01-04,9,Material_09,3,Operation_03,6,495,2026-01-04 08:30:00,25.0
7,Client_07,124,2026-01-04,14,Material_14,3,Operation_03,7,496,2026-01-04 08:45:00,25.0
8,Client_08,125,2026-01-05,5,Material_05,1,Operation_01,5,497,2026-01-05 08:00:00,200.0
8,Client_08,125,2026-01-05,5,Material_05,2,Operation_02,6,498,2026-01-05 08:15:00,25.0
8,Client_08,125,2026-01-05,10,Material_10,3,Operation_03,7,499,2026-01-05 08:30:00,50.0
8,Client_08,125,2026-01-05,10,Material_10,4,Operation_04,8,500,2026-01-05 08:45:00,75.0
9,Client_09,126,2026-01-06,6,Material_06,1,Operation_01,6,501,2026-01-06 08:00:00,25.0
9,Client_09,126,2026-01-06,6,Material_06,2,Operation_02,7,502,2026-01-06 08:15:00,50.0
9,Client_09,126,2026-01-06,11,Material_11,3,Operation_03,8,503,2026-01-06 08:30:00,75.0
9,Client_09,126,2026-01-06,16,Material_16,4,Operation_04,8,504,2026-01-06 08:45:00,100.0
10,Client_10,127,2026-01-07,7,Material_07,1,Operation_01,7,505,2026-01-07 08:00:00,50.0
10,Client_10,127,2026-01-07,7,Material_07,2,Operation_02,8,506,2026-01-07 08:15:00,75.0
10,Client_10,127,2026-01-07,12,Material_12,3,Operation_03,1,507,2026-01-07 08:30:00,100.0
10,Client_10,127,2026-01-07,17,Material_17,4,Operation_04,2,508,2026-01-07 08:45:00,125.0
11,Client_11,128,2026-01-08,8,Material_08,1,Operation_01,8,509,2026-01-08 08:00:00,75.0
11,Client_11,128,2026-01-08,8,Material_08,2,Operation_02,1,510,2026-01-08 08:15:00,100.0
11,Client_11,128,2026-01-08,13,Material_13,3,Operation_03,2,511,2026-01-08 08:30:00,125.0
11,Client_11,128,2026-01-08,18,Material_18,4,Operation_04,3,512,2026-01-08 08:45:00,150.0
12,Client_12,129,2026-01-09,9,Material_09,1,Operation_01,1,513,2026-01-09 08:00:00,100.0
12,Client_12,129,2026-01-09,9,Material_09,2,Operation_02,2,514,2026-01-09 08:15:00,125.0
12,Client_12,129,2026-01-09,14,Material_14,3,Operation_03,3,515,2026-01-09 08:30:00,150.0
12,Client_12,129,2026-01-09,19,Material_19,3,Operation_03,4,516,2026-01-09 08:45:00,150.0
13,Client_13,130,2026-01-10,10,Material_10,1,Operation_01,2,517,2026-01-10 08:00:00,125.0
13,Client_13,130,2026-01-10,10,Material_10,2,Operation_02,3,518,2026-01-10 08:15:00,150.0
13,Client_13,130,2026-01-10,15,Material_15,3,Operation_03,4,519,2026-01-10 08:30:00,175.0
13,Client_13,130,2026-01-10,20,Material_20,4,Operation_04,5,520,2026-01-10 08:45:00,200.0
14,Client_14,131,2026-01-11,11,Material_11,1,Operation_01,3,521,2026-01-11 08:00:00,150.0
14,Client_14,131,2026-01-11,11,Material_11,2,Operation_02,4,522,2026-01-11 08:15:00,175.0
14,Client_14,131,2026-01-11,16,Material_16,3,Operation_03,5,523,2026-01-11 08:30:00,200.0
14,Client_14,131,2026-01-11,16,Material_16,4,Operation_04,6,524,2026-01-11 08:45:00,25.0
15,Client_15,132,2026-01-12,12,Material_12,1,Operation_01,4,525,2026-01-12 08:00:00,175.0
15,Client_15,132,2026-01-12,12,Material_12,2,Operation_02,5,526,2026-01-12 08:15:00,200.0
15,Client_15,132,2026-01-12,17,Material_17,3,Operation_03,6,527,2026-01-12 08:30:00,25.0
15,Client_15,132,2026-01-12,22,Material_22,4,Operation_04,7,528,2026-01-12 08:45:00,50.0
16,Client_16,133,2026-01-13,13,Material_13,1,Operation_01,5,529,2026-01-13 08:00:00,200.0
16,Client_16,133,2026-01-13,13,Material_13,2,Operation_02,6,530,2026-01-13 08:15:00,25.0
16,Client_16,133,2026-01-13,18,Material_18,3,Operation_03,7,531,2026-01-13 08:30:00,50.0
16,Client_16,133,2026-01-13,23,Material_23,4,Operation_04,7,532,2026-01-13 08:45:00,75.0
17,Client_17,134,2026-01-14,14,Material_14,1,Operation_01,6,533,2026-01-14 08:00:00,25.0
17,Client_17,134,2026-01-14,14,Material_14,2,Operation_02,7,534,2026-01-14 08:15:00,50.0
17,Client_17,134,2026-01-14,19,Material_19,3,Operation_03,8,535,2026-01-14 08:30:00,75.0
